ID,iso_alpha,country,continent,income_group,life_expectancy,mean_years_of_schooling,cemission_per_cap,under_5_mortality_rate,prop_internet,whr_score,population,gni,gni_per_capita,ggei,pop_cat
45,DJI,Djibouti,Africa,Lower middle income,62.3049,4.1,0.978,52.9,59.0,,1105557,5555417230.0,5024.993944,0.560351563,Greater than 10 million
46,DNK,Denmark,Europe,High income,81.3753,12.96049023,7.31,3.97,96.5,75.2,5856733,354000000000.0,60364.78595,0.741979167,Greater than 10 million
47,DOM,Dominican Republic,North America,Upper middle income,72.6146,9.306864107,2.86,27.7,76.9,51.7,11117873,200000000000.0,17989.60037,0.541998698,Greater than 10 million
48,DZA,Algeria,Africa,Lower middle income,76.3767,8.069284397,3.79,22.2,62.9,54.4,44177969,477000000000.0,10800.22546,,Greater than 10 million
49,ECU,Ecuador,South America,Upper middle income,73.67,8.817119598,2.32,13.5,64.6,53.5,17797737,184000000000.0,10311.63273,0.5041471350000001,Greater than 10 million
50,EGY,Egypt,Africa,Lower middle income,70.2207,9.573026174,2.25,19.8,71.9,44.7,109262178,1280000000000.0,11731.69056,0.356946615,Greater than 100 million
51,ERI,Eritrea,Africa,Low income,66.5358,4.8872352,0.16,37.8,,,3620312,6258587822.0,1728.742667,,Greater than 10 million
52,ESP,Spain,Europe,High income,83.01,10.60540009,5.35,2.84,93.2,65.0,47415750,1820000000000.0,38353.60164,0.6886263020000001,Greater than 10 million
53,EST,Estonia,Europe,High income,77.1436,13.54843044,9.39,2.4,89.1,64.5,1330932,50639651729.0,38048.26372,0.666334635,Greater than 10 million
54,ETH,Ethiopia,Africa,Low income,64.9748,3.201520681,0.17300000000000001,50.8,24.0,45.5,120283026,284000000000.0,2361.069604,0.56280599,Greater than 100 million
55,FIN,Finland,Europe,High income,82.0381,12.87362003,8.68,1.58,92.2,78.9,5541017,274000000000.0,49452.16672,0.6880403650000001,Greater than 10 million
56,FJI,Fiji,Oceania,Upper middle income,67.114,10.92154799,3.46,24.8,,,924610,9227710308.0,9980.110866,0.546998698,Less than 10 million
57,FRA,France,Europe,High income,82.4988,11.61005974,5.82,3.83,84.8,67.1,67749632,3110000000000.0,45937.05273,0.74360026,Greater than 10 million
58,FSM,Micronesia,Oceania,Lower middle income,70.71,7.804956,0.669,29.3,,,113131,418151854.6,3696.173945,0.43700520800000003,Less than 10 million
59,GAB,Gabon,Africa,Upper middle income,65.821,9.436,3.79,42.4,62.0,48.9,2341179,31294386463.0,13366.93455,0.505846354,Greater than 10 million
60,GBR,United Kingdom,Europe,High income,80.7422,13.4061203,6.93,4.21,94.8,68.0,67326569,3040000000000.0,45224.76564,0.704231771,Greater than 10 million
61,GEO,Georgia,Asia,Upper middle income,71.694,12.82221985,2020.0,9.02,72.5,51.2,3708610,54383681014.0,14664.16825,0.461184896,Greater than 10 million
62,GHA,Ghana,Africa,Lower middle income,63.7954,8.329886695,0.713,44.8,58.0,53.2,32833031,189000000000.0,5744.504017,0.47677734400000005,Greater than 10 million
63,GIN,Guinea,Africa,Low income,58.8922,2.202125952,0.435,94.3,26.0,49.7,13531906,33571132143.0,2480.887182,0.47792317700000003,Greater than 10 million
64,GMB,Gambia,Africa,Low income,62.083,4.637487411,0.325,55.1,36.5,,2639916,5734445768.0,2172.207664,,Greater than 10 million
65,GNB,Guinea-Bissau,Africa,Low income,59.6523,3.583719,0.363,77.1,22.9,,2060721,3932353518.0,1908.24159,0.43158203100000003,Greater than 10 million
66,GNQ,Equatorial Guinea,Africa,Upper middle income,60.5943,5.910863,3.77,81.0,,,1634466,19734476991.0,12073.95993,0.483639323,Greater than 10 million
67,GRC,Greece,Europe,High income,80.1106,11.40853024,5.05,4.31,78.1,57.9,10641221,309000000000.0,29002.48545,0.61734375,Greater than 10 million
68,GRD,Grenada,North America,Upper middle income,74.9362,9.032104,3.59,15.2,56.9,,124610,1680188580.0,13483.5774,0.44444661500000004,Less than 10 million
69,GTM,Guatemala,North America,Upper middle income,69.2368,5.681300163,1.23,24.3,50.0,,17109746,149000000000.0,8723.285317,0.49889974000000004,Greater than 10 million
